Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
10240,1.86,0,1.86
9706,1.36,0,1.36
9356,1.92,0,1.92
9200,4.46,0,4.46
9282,9.61,0,9.61
9783,15.44,0,15.44
10645,19.1,0.0422,19.1
11749,21.89,0.1847,21.89
12660,23.07,0.3168,23.07
13396,22.07,0.3829,22.07
13980,21.95,0.4342,21.95
14370,22.76,0.4222,22.76
14459,24.18,0.4114,24.18
14379,25.11,0.3293,25.11
14083,27.16,0.2521,27.16
13676,28.83,0.1593,28.83
13431,28.03,0.044,28.03
13155,26.35,0.0091,26.35
12789,21.7,0.001,21.7
12523,15.94,0,15.94
12521,11.53,0,11.53
12052,8.68,0,8.68
11210,5.15,0,5.15
10273,2.91,0,2.91
9510,2.86,0,2.86
9001,2.02,0,2.02
8664,1.96,0,1.96
8475,2.74,0,2.74
8417,5.09,0,5.09
8517,8.36,0,8.36
8800,12.69,0.0441,12.69
9531,17.24,0.1477,17.24
10434,21.85,0.2796,21.85
11266,24.2,0.3944,24.2
11964,24.98,0.4159,24.98
12382,26.13,0.4386,26.13
12626,27.76,0.4434,27.76
12774,28.98,0.4229,28.98
12855,30.4,0.4106,30.4
12918,31.19,0.3777,31.19
12970,29.64,0.2557,29.64
12947,26.81,0.1227,26.81
12741,22.28,0.0057,22.28
12530,17.32,0,17.32
12605,13.22,0,13.22
12141,10.32,0,10.32
11342,7.2,0,7.2
10448,4.66,0,4.66
9687,2.88,0,2.88
9169,3.71,0,3.71
8803,1.36,0,1.36
8602,2.12,0,2.12
8528,3.96,0,3.96
8596,6.5,0,6.5
8740,9.93,0.013,9.93
9186,14.06,0.0891,14.06
9951,18.37,0.1723,18.37
10741,23.64,0.2662,23.64
11425,27.01,0.4019,27.01
11959,27.7,0.4251,27.7
12364,27.58,0.4526,27.58
12618,26.75,0.4659,26.75
12858,26.18,0.4813,26.18
13072,25.04,0.4189,25.04
13228,23.83,0.2917,23.83
13260,21.36,0.1482,21.36
13057,18.37,0.0278,18.37
12766,14.69,0,14.69
12822,11.71,0,11.71
12217,9.1,0,9.1
11179,6.56,0,6.56
10117,4.47,0,4.47
9301,1.62,0,1.62
8763,1.22,0,1.22
8423,1.75,0,1.75
8247,4,0,4
8316,8.24,0,8.24
8758,13.41,0,13.41
9515,16.79,0.0607,16.79
10599,19.24,0.2141,19.24
11508,20.24,0.3901,20.24
12270,21.43,0.5228,21.43
12933,25.41,0.616,25.41
13400,27.06,0.6086,27.06
13702,27.86,0.6019,27.86
13977,27.33,0.5902,27.33
14161,27.06,0.5524,27.06
14240,25.94,0.4566,25.94
14309,24.61,0.323,24.61
14209,21.76,0.1535,21.76
13768,18.12,0.0356,18.12
13349,13.81,0,13.81
13305,10.5,0,10.5
12499,7.32,0,7.32
11273,4.53,0,4.53
10098,2.68,0,2.68
9228,2.49,0,2.49
8653,1.8,0,1.8
8280,1.66,0,1.66
8098,2.46,0,2.46
8157,4.43,0,4.43
8628,7.27,0,7.27
9412,10.98,0.0611,10.98
10495,15,0.21,15
11344,18.95,0.3548,18.95
12073,21.02,0.4601,21.02
12680,21.68,0.4822,21.68
13090,22.62,0.4699,22.62
13324,24.07,0.4759,24.07
13491,25.15,0.4362,25.15
13537,26.32,0.4222,26.32
13487,26.98,0.3806,26.98
13460,25.67,0.2804,25.67
13310,23.24,0.1386,23.24
12983,19.29,0.0172,19.29
12775,14.93,0,14.93
12873,11.4,0,11.4
12195,8.83,0,8.83
11095,6.2,0,6.2
10017,3.95,0,3.95
9264,1.69,0,1.69
8769,1.24,0,1.24
8464,1.74,0,1.74
8336,4.05,0,4.05
8434,8.71,0,8.71
8961,14,0,14
9857,17.32,0.0146,17.32
10746,19.85,0.077,19.85
11306,20.91,0.2238,20.91
11716,20.01,0.3855,20.01
12249,19.9,0.542,19.9
12779,20.63,0.6033,20.63
13177,21.93,0.5714,21.93
13545,22.77,0.5218,22.77
13728,24.62,0.4491,24.62
13802,26.14,0.3049,26.14
13741,25.41,0.173,25.41
13524,23.89,0.07,23.89
13168,19.68,0,19.68
13022,14.45,0,14.45
12984,10.46,0,10.46
12263,7.87,0,7.87
11138,4.67,0,4.67
10030,2.64,0,2.64
9170,1.76,0,1.76
8622,1.29,0,1.29
8290,1.82,0,1.82
8144,4.23,0,4.23
8212,9.1,0,9.1
8709,14.62,0,14.62
9555,18.08,0.0398,18.08
10478,20.72,0.1486,20.72
11231,21.84,0.3517,21.84
11915,20.9,0.4887,20.9
12542,20.78,0.5906,20.78
13007,21.54,0.6156,21.54
13307,22.89,0.6173,22.89
13570,23.77,0.611,23.77
13718,25.71,0.576,25.71
13779,27.3,0.4732,27.3
13802,26.53,0.3345,26.53
13658,24.95,0.1517,24.95
13204,20.54,0.035,20.54
12794,15.09,0,15.09
12758,10.92,0,10.92
12019,8.22,0,8.22
10886,4.87,0,4.87
9742,2.76,0,2.76
8905,1.86,0,1.86
8347,1.36,0,1.36
7998,1.92,0,1.92
7822,4.46,0,4.46
7877,9.61,0,9.61
8298,15.44,0,15.44
9032,19.1,0.061,19.1
10023,21.89,0.2197,21.89
10930,23.07,0.3925,23.07
11698,22.07,0.5212,22.07
12415,21.95,0.6171,21.95
12962,22.76,0.6261,22.76
13411,24.18,0.6266,24.18
13832,25.11,0.6131,25.11
14093,27.16,0.5703,27.16
14180,28.83,0.4571,28.83
14170,28.03,0.3151,28.03
13925,26.35,0.1411,26.35
13400,21.7,0.0169,21.7
13094,15.94,0,15.94
13026,11.53,0,11.53
12323,8.68,0,8.68
11265,5.15,0,5.15
10211,2.91,0,2.91
9341,2.86,0,2.86
8754,2.02,0,2.02
8361,1.96,0,1.96
8106,2.74,0,2.74
8011,5.09,0,5.09
8106,8.36,0,8.36
8309,12.69,0.0082,12.69
8809,17.24,0.1013,17.24
9466,21.85,0.2049,21.85
9985,24.2,0.3041,24.2
10317,24.98,0.3733,24.98
10518,26.13,0.4135,26.13
10550,27.76,0.4441,27.76
10520,28.98,0.4674,28.98
10480,30.4,0.4312,30.4
10443,31.19,0.3863,31.19
10474,29.64,0.2861,29.64
10471,26.81,0.1305,26.81
10335,22.28,0.0184,22.28
10196,17.32,0,17.32
10317,13.22,0,13.22
9840,10.32,0,10.32
9106,7.2,0,7.2
8307,4.66,0,4.66
7659,2.88,0,2.88
7206,3.71,0,3.71
6894,1.36,0,1.36
6733,2.12,0,2.12
6663,3.96,0,3.96
6708,6.5,0,6.5
6779,9.93,0.0641,9.93
7275,14.06,0.1855,14.06
8022,18.37,0.3711,18.37
8686,23.64,0.4964,23.64
9142,27.01,0.3738,27.01
9418,27.7,0.4547,27.7
9574,27.58,0.3845,27.58
9588,26.75,0.3859,26.75
9596,26.18,0.4689,26.18
9651,25.04,0.3918,25.04
9811,23.83,0.2566,23.83
9928,21.36,0.139,21.36
9906,18.37,0.0197,18.37
9953,14.69,0,14.69
10173,11.71,0,11.71
9682,9.1,0,9.1
8890,6.56,0,6.56
8121,4.47,0,4.47
7551,1.62,0,1.62
7196,1.22,0,1.22
6987,1.75,0,1.75
6915,4,0,4
7055,8.24,0,8.24
7532,13.41,0,13.41
8326,16.79,0.0431,16.79
9238,19.24,0.1775,19.24
9968,20.24,0.3417,20.24
10584,21.43,0.4808,21.43
11101,25.41,0.5742,25.41
11465,27.06,0.5341,27.06
11684,27.86,0.4891,27.86
11845,27.33,0.4521,27.33
11878,27.06,0.4369,27.06
11856,25.94,0.3852,25.94
11874,24.61,0.2983,24.61
11835,21.76,0.1453,21.76
11522,18.12,0.0205,18.12
11361,13.81,0,13.81
11462,10.5,0,10.5
10755,7.32,0,7.32
9727,4.53,0,4.53
8750,2.68,0,2.68
8051,2.49,0,2.49
7659,1.8,0,1.8
7406,1.66,0,1.66
7306,2.46,0,2.46
7445,4.43,0,4.43
7989,7.27,0,7.27
8862,10.98,0.0223,10.98
9775,15,0.1784,15
10469,18.95,0.3427,18.95
11051,21.02,0.4846,21.02
11567,21.68,0.5725,21.68
11911,22.62,0.5996,22.62
12144,24.07,0.5755,24.07
12378,25.15,0.573,25.15
12505,26.32,0.549,26.32
12545,26.98,0.4675,26.98
12547,25.67,0.317,25.67
12342,23.24,0.1336,23.24
11929,19.29,0.0148,19.29
11695,14.93,0,14.93
11749,11.4,0,11.4
11022,8.83,0,8.83
9937,6.2,0,6.2
8909,3.95,0,3.95
8173,1.69,0,1.69
7720,1.24,0,1.24
7431,1.74,0,1.74
7280,4.05,0,4.05
7365,8.71,0,8.71
7847,14,0,14
8598,17.32,0.0642,17.32
9591,19.85,0.2111,19.85
10349,20.91,0.383,20.91
10998,20.01,0.5296,20.01
11566,19.9,0.6173,19.9
11972,20.63,0.6147,20.63
12218,21.93,0.5963,21.93
12483,22.77,0.583,22.77
12644,24.62,0.5717,24.62
12688,26.14,0.4633,26.14
12716,25.41,0.3282,25.41
12561,23.89,0.1391,23.89
12173,19.68,0.0192,19.68
11900,14.45,0,14.45
11963,10.46,0,10.46
11249,7.87,0,7.87
10154,4.67,0,4.67
9124,2.64,0,2.64
8372,1.76,0,1.76
7903,1.29,0,1.29
7589,1.82,0,1.82
7467,4.23,0,4.23
7548,9.1,0,9.1
8066,14.62,0,14.62
8853,18.08,0.0536,18.08
9886,20.72,0.2156,20.72
10738,21.84,0.3624,21.84
11425,20.9,0.457,20.9
12013,20.78,0.4909,20.78
12485,21.54,0.5337,21.54
12852,22.89,0.5614,22.89
13219,23.77,0.5731,23.77
13393,25.71,0.5627,25.71
13476,27.3,0.4566,27.3
13499,26.53,0.3138,26.53
13344,24.95,0.1382,24.95
12938,20.54,0.0157,20.54
12645,15.09,0,15.09
12667,10.92,0,10.92
11923,8.22,0,8.22
10795,4.87,0,4.87
9707,2.76,0,2.76
8924,1.86,0,1.86
8391,1.36,0,1.36
8047,1.92,0,1.92
7863,4.46,0,4.46
7926,9.61,0,9.61
8389,15.44,0,15.44
9131,19.1,0.0498,19.1
10105,21.89,0.2088,21.89
10944,23.07,0.3714,23.07
11657,22.07,0.483,22.07
12300,21.95,0.5506,21.95
12775,22.76,0.5401,22.76
13085,24.18,0.5246,24.18
13387,25.11,0.5164,25.11
13514,27.16,0.4891,27.16
13481,28.83,0.3955,28.83
13421,28.03,0.2852,28.03
13153,26.35,0.1296,26.35
12657,21.7,0.0073,21.7
12393,15.94,0,15.94
12326,11.53,0,11.53
11637,8.68,0,8.68
10661,5.15,0,5.15
9649,2.91,0,2.91
8831,2.86,0,2.86
8319,2.02,0,2.02
7971,1.96,0,1.96
7771,2.74,0,2.74
7740,5.09,0,5.09
7903,8.36,0,8.36
8195,12.69,0.0376,12.69
8851,17.24,0.1679,17.24
9711,21.85,0.3053,21.85
10476,24.2,0.4204,24.2
11040,24.98,0.4801,24.98
11402,26.13,0.5293,26.13
11628,27.76,0.5588,27.76
11767,28.98,0.5357,28.98
11836,30.4,0.5009,30.4
11812,31.19,0.4341,31.19
11747,29.64,0.3047,29.64
11578,26.81,0.1335,26.81
11236,22.28,0.0131,22.28
11082,17.32,0,17.32
11053,13.22,0,13.22
10498,10.32,0,10.32
9703,7.2,0,7.2
8853,4.66,0,4.66
8179,2.88,0,2.88
7700,3.71,0,3.71
7398,1.36,0,1.36
7203,2.12,0,2.12
7142,3.96,0,3.96
7214,6.5,0,6.5
7301,9.93,0.0406,9.93
7843,14.06,0.2104,14.06
8673,18.37,0.3931,18.37
9447,23.64,0.5351,23.64
10041,27.01,0.6404,27.01
10502,27.7,0.6488,27.7
10865,27.58,0.6503,27.58
11064,26.75,0.6435,26.75
11245,26.18,0.5997,26.18
11428,25.04,0.4801,25.04
11611,23.83,0.3244,23.83
11704,21.36,0.1324,21.36
11491,18.37,0.0085,18.37
11357,14.69,0,14.69
11389,11.71,0,11.71
10685,9.1,0,9.1
9703,6.56,0,6.56
8820,4.47,0,4.47
8120,1.62,0,1.62
7697,1.22,0,1.22
7446,1.75,0,1.75
7334,4,0,4
7461,8.24,0,8.24
8007,13.41,0,13.41
8846,16.79,0.0523,16.79
9844,19.24,0.2088,19.24
10678,20.24,0.3625,20.24
11367,21.43,0.4988,21.43
11966,25.41,0.5881,25.41
12465,27.06,0.6101,27.06
12840,27.86,0.6167,27.86
13232,27.33,0.5839,27.33
13424,27.06,0.5277,27.06
13450,25.94,0.3689,25.94
13416,24.61,0.2267,24.61
13242,21.76,0.0926,21.76
12911,18.12,0,18.12
12922,13.81,0,13.81
12906,10.5,0,10.5
12173,7.32,0,7.32
11104,4.53,0,4.53
10108,2.68,0,2.68
9408,2.49,0,2.49
8963,1.8,0,1.8
8697,1.66,0,1.66
8595,2.46,0,2.46
8748,4.43,0,4.43
9399,7.27,0,7.27
10515,10.98,0.0002,10.98
11457,15,0.0537,15
11999,18.95,0.1556,18.95
12342,21.02,0.4078,21.02
12680,21.68,0.5457,21.68
13070,22.62,0.5796,22.62
13404,24.07,0.5648,24.07
13783,25.15,0.5826,25.15
14024,26.32,0.5647,26.32
14106,26.98,0.4589,26.98
14132,25.67,0.296,25.67
13934,23.24,0.1132,23.24
13389,19.29,0.0017,19.29
13155,14.93,0,14.93
12985,11.4,0,11.4
12030,8.83,0,8.83
10758,6.2,0,6.2
9594,3.95,0,3.95
8689,1.69,0,1.69
8135,1.24,0,1.24
7751,1.74,0,1.74
7548,4.05,0,4.05
7569,8.71,0,8.71
8077,14,0,14
8928,17.32,0.0562,17.32
9764,19.85,0.2369,19.85
10284,20.91,0.4272,20.91
10659,20.01,0.5764,20.01
10971,19.9,0.6919,19.9
11163,20.63,0.7017,20.63
11293,21.93,0.7014,21.93
11461,22.77,0.6955,22.77
11563,24.62,0.5924,24.62
11628,26.14,0.5104,26.14
11704,25.41,0.3425,25.41
11646,23.89,0.1381,23.89
11319,19.68,0.0155,19.68
11209,14.45,0,14.45
11142,10.46,0,10.46
10343,7.87,0,7.87
9262,4.67,0,4.67
8261,2.64,0,2.64
7589,1.76,0,1.76
7177,1.29,0,1.29
6931,1.82,0,1.82
6834,4.23,0,4.23
6949,9.1,0,9.1
7507,14.62,0,14.62
8437,18.08,0.0554,18.08
9308,20.72,0.2364,20.72
9933,21.84,0.4235,21.84
10443,20.9,0.5672,20.9
10894,20.78,0.6759,20.78
11181,21.54,0.6838,21.54
11371,22.89,0.687,22.89
11619,23.77,0.6784,23.77
11758,25.71,0.6267,25.71
11851,27.3,0.4981,27.3
11920,26.53,0.3325,26.53
11794,24.95,0.1329,24.95
11447,20.54,0.0123,20.54
11463,15.09,0,15.09
11445,10.92,0,10.92
10697,8.22,0,8.22
9656,4.87,0,4.87
8719,2.76,0,2.76
8020,1.86,0,1.86
7558,1.36,0,1.36
7296,1.92,0,1.92
7181,4.46,0,4.46
7285,9.61,0,9.61
7830,15.44,0,15.44
8688,19.1,0.0582,19.1
9589,21.89,0.2334,21.89
10348,23.07,0.4143,23.07
10986,22.07,0.5574,22.07
11555,21.95,0.6628,21.95
12029,22.76,0.6741,22.76
12365,24.18,0.6745,24.18
12763,25.11,0.6601,25.11
12988,27.16,0.5938,27.16
13109,28.83,0.46,28.83
13134,28.03,0.3106,28.03
13017,26.35,0.12,26.35
12609,21.7,0.0001,21.7
12453,15.94,0,15.94
12353,11.53,0,11.53
11688,8.68,0,8.68
10787,5.15,0,5.15
9800,2.91,0,2.91
8900,2.86,0,2.86
8470,2.02,0,2.02
8173,1.96,0,1.96
7967,2.74,0,2.74
7870,5.09,0,5.09
7990,8.36,0,8.36
8198,12.69,0.0368,12.69
8827,17.24,0.2147,17.24
9760,21.85,0.4,21.85
10560,24.2,0.5344,24.2
11105,24.98,0.625,24.98
11474,26.13,0.6304,26.13
11661,27.76,0.6321,27.76
11684,28.98,0.6091,28.98
11646,30.4,0.5646,30.4
11548,31.19,0.4399,31.19
11476,29.64,0.3005,29.64
11284,26.81,0.1145,26.81
10909,22.28,0.0004,22.28
10830,17.32,0,17.32
10726,13.22,0,13.22
10169,10.32,0,10.32
9406,7.2,0,7.2
8594,4.66,0,4.66
7934,2.88,0,2.88
7502,3.71,0,3.71
7216,1.36,0,1.36
7063,2.12,0,2.12
7000,3.96,0,3.96
7071,6.5,0,6.5
7168,9.93,0.0401,9.93
7634,14.06,0.2134,14.06
8385,18.37,0.3757,18.37
9027,23.64,0.4983,23.64
9466,27.01,0.5697,27.01
9769,27.7,0.5805,27.7
10015,27.58,0.5825,27.58
10116,26.75,0.547,26.75
10172,26.18,0.5167,26.18
10191,25.04,0.4228,25.04
10210,23.83,0.2822,23.83
10225,21.36,0.1138,21.36
10078,18.37,0.0002,18.37
10127,14.69,0,14.69
10072,11.71,0,11.71
9582,9.1,0,9.1
8888,6.56,0,6.56
8142,4.47,0,4.47
7547,1.62,0,1.62
7150,1.22,0,1.22
6905,1.75,0,1.75
6784,4,0,4
6794,8.24,0,8.24
6988,13.41,0,13.41
7209,16.79,0.0324,16.79
7658,19.24,0.2119,19.24
8383,20.24,0.3819,20.24
9091,21.43,0.5294,21.43
9592,25.41,0.644,25.41
9917,27.06,0.6617,27.06
10094,27.86,0.6666,27.86
10204,27.33,0.6568,27.33
10277,27.06,0.6067,27.06
10346,25.94,0.4722,25.94
10475,24.61,0.3154,24.61
10566,21.76,0.1193,21.76
10476,18.12,0,18.12
10695,13.81,0,13.81
10650,10.5,0,10.5
9894,7.32,0,7.32
8919,4.53,0,4.53
8067,2.68,0,2.68
7512,2.49,0,2.49
7187,1.8,0,1.8
7036,1.66,0,1.66
7009,2.46,0,2.46
7187,4.43,0,4.43
7883,7.27,0,7.27
9145,10.98,0.0016,10.98
10061,15,0.1026,15
10562,18.95,0.2383,18.95
10966,21.02,0.2923,21.02
11295,21.68,0.4348,21.68
11462,22.62,0.3321,22.62
11531,24.07,0.3457,24.07
11610,25.15,0.3389,25.15
11591,26.32,0.3172,26.32
11637,26.98,0.2741,26.98
11741,25.67,0.1741,25.67
11872,23.24,0.0341,23.24
11910,19.29,0,19.29
12123,14.93,0,14.93
11950,11.4,0,11.4
11234,8.83,0,8.83
10226,6.2,0,6.2
9316,3.95,0,3.95
8698,1.69,0,1.69
8348,1.24,0,1.24
8179,1.74,0,1.74
8142,4.05,0,4.05
8349,8.71,0,8.71
9085,14,0,14
10443,17.32,0,17.32
11421,19.85,0.0732,19.85
11958,20.91,0.1679,20.91
12381,20.01,0.2066,20.01
12594,19.9,0.2384,19.9
12653,20.63,0.2465,20.63
12640,21.93,0.3014,21.93
12733,22.77,0.3405,22.77
12829,24.62,0.3923,24.62
12874,26.14,0.3101,26.14
12987,25.41,0.1691,25.41
12971,23.89,0.0711,23.89
12738,19.68,0,19.68
12792,14.45,0,14.45
12541,10.46,0,10.46
11639,7.87,0,7.87
10435,4.67,0,4.67
9353,2.64,0,2.64
8552,1.76,0,1.76
8057,1.29,0,1.29
7773,1.82,0,1.82
7652,4.23,0,4.23
7768,9.1,0,9.1
8389,14.62,0,14.62
9517,18.08,0.0291,18.08
10359,20.72,0.1833,20.72
10851,21.84,0.3117,21.84
11262,20.9,0.4065,20.9
11646,20.78,0.4223,20.78
11875,21.54,0.4042,21.54
11983,22.89,0.4151,22.89
12241,23.77,0.5723,23.77
12441,25.71,0.42,25.71
12539,27.3,0.3031,27.3
12547,26.53,0.208,26.53
12386,24.95,0.0589,24.95
12149,20.54,0,20.54
12379,15.09,0,15.09
12210,10.92,0,10.92
11389,8.22,0,8.22
10267,4.87,0,4.87
9241,2.76,0,2.76
8530,1.86,0,1.86
8091,1.36,0,1.36
7826,1.92,0,1.92
7696,4.46,0,4.46
7832,9.61,0,9.61
8472,15.44,0,15.44
9618,19.1,0.0156,19.1
10499,21.89,0.1777,21.89
11114,23.07,0.3414,23.07
11695,22.07,0.4545,22.07
12264,21.95,0.5332,21.95
12797,22.76,0.5542,22.76
13170,24.18,0.5877,24.18
13503,25.11,0.5931,25.11
13742,27.16,0.5437,27.16
13848,28.83,0.4321,28.83
13844,28.03,0.2742,28.03
13545,26.35,0.0898,26.35
13090,21.7,0,21.7
13095,15.94,0,15.94
12818,11.53,0,11.53
12044,8.68,0,8.68
11020,5.15,0,5.15
9981,2.91,0,2.91
9195,2.86,0,2.86
8670,2.02,0,2.02
8355,1.96,0,1.96
8180,2.74,0,2.74
8151,5.09,0,5.09
8389,8.36,0,8.36
8754,12.69,0.0115,12.69
9371,17.24,0.1767,17.24
10278,21.85,0.3089,21.85
11036,24.2,0.4449,24.2
11592,24.98,0.5362,24.98
11897,26.13,0.57,26.13
12052,27.76,0.5135,27.76
12081,28.98,0.2195,28.98
12057,30.4,0.4304,30.4
12023,31.19,0.3597,31.19
12015,29.64,0.2144,29.64
12007,26.81,0.0314,26.81
12024,22.28,0,22.28
12093,17.32,0,17.32
11730,13.22,0,13.22
11030,10.32,0,10.32
10037,7.2,0,7.2
9011,4.66,0,4.66
8254,2.88,0,2.88
7746,3.71,0,3.71
7383,1.36,0,1.36
7171,2.12,0,2.12
7078,3.96,0,3.96
7146,6.5,0,6.5
7318,9.93,0.001,9.93
7673,14.06,0.1336,14.06
8297,18.37,0.2726,18.37
8843,23.64,0.3365,23.64
9180,27.01,0.3469,27.01
9402,27.7,0.4095,27.7
9572,27.58,0.4632,27.58
9583,26.75,0.5323,26.75
9638,26.18,0.518,26.18
9729,25.04,0.4231,25.04
9908,23.83,0.2899,23.83
10054,21.36,0.1016,21.36
10017,18.37,0,18.37
10275,14.69,0,14.69
10090,11.71,0,11.71
9364,9.1,0,9.1
8473,6.56,0,6.56
7662,4.47,0,4.47
7105,1.62,0,1.62
6773,1.22,0,1.22
6591,1.75,0,1.75
6544,4,0,4
6712,8.24,0,8.24
7351,13.41,0,13.41
8428,16.79,0.0286,16.79
9177,19.24,0.2183,19.24
9611,20.24,0.4125,20.24
9949,21.43,0.5743,21.43
10231,25.41,0.6483,25.41
10363,27.06,0.57,27.06
10354,27.86,0.5345,27.86
10352,27.33,0.5196,27.33
10256,27.06,0.5001,27.06
10153,25.94,0.4166,25.94
10137,24.61,0.294,24.61
10121,21.76,0.1039,21.76
10033,18.12,0,18.12
10293,13.81,0,13.81
10027,10.5,0,10.5
9245,7.32,0,7.32
8259,4.53,0,4.53
7385,2.68,0,2.68
6833,2.49,0,2.49
6505,1.8,0,1.8
6326,1.66,0,1.66
6285,2.46,0,2.46
6447,4.43,0,4.43
7087,7.27,0,7.27
8159,10.98,0.0509,10.98
8886,15,0.2517,15
9243,18.95,0.4494,18.95
9537,21.02,0.5977,21.02
9788,21.68,0.6939,21.68
9951,22.62,0.6862,22.62
10028,24.07,0.6919,24.07
10152,25.15,0.6838,25.15
10168,26.32,0.6081,26.32
10174,26.98,0.4794,26.98
10216,25.67,0.3102,25.67
10216,23.24,0.1041,23.24
10112,19.29,0,19.29
10407,14.93,0,14.93
10156,11.4,0,11.4
9358,8.83,0,8.83
8353,6.2,0,6.2
7474,3.95,0,3.95
6884,1.69,0,1.69
6554,1.24,0,1.24
6386,1.74,0,1.74
6338,4.05,0,4.05
6488,8.71,0,8.71
7116,14,0,14
8236,17.32,0.0394,17.32
8979,19.85,0.2353,19.85
9336,20.91,0.4284,20.91
9676,20.01,0.5734,20.01
10036,19.9,0.6688,19.9
10290,20.63,0.68,20.63
10425,21.93,0.6779,21.93
10605,22.77,0.6759,22.77
10656,24.62,0.6188,24.62
10692,26.14,0.4831,26.14
10735,25.41,0.308,25.41
10694,23.89,0.0975,23.89
10534,19.68,0,19.68
10838,14.45,0,14.45
10562,10.46,0,10.46
9763,7.87,0,7.87
8754,4.67,0,4.67
7826,2.64,0,2.64
7215,1.76,0,1.76
6861,1.29,0,1.29
6677,1.82,0,1.82
6607,4.23,0,4.23
6751,9.1,0,9.1
7369,14.62,0,14.62
8492,18.08,0.0305,18.08
9257,20.72,0.2322,20.72
9757,21.84,0.4272,21.84
10184,20.9,0.575,20.9
10600,20.78,0.6697,20.78
10917,21.54,0.6786,21.54
11116,22.89,0.6804,22.89
11355,23.77,0.674,23.77
11460,25.71,0.6168,25.71
11536,27.3,0.4805,27.3
11582,26.53,0.3062,26.53
11458,24.95,0.0955,24.95
11216,20.54,0,20.54
11466,15.09,0,15.09
11167,10.92,0,10.92
10329,8.22,0,8.22
9259,4.87,0,4.87
8286,2.76,0,2.76
7606,1.86,0,1.86
7205,1.36,0,1.36
6969,1.92,0,1.92
6882,4.46,0,4.46
7002,9.61,0,9.61
7605,15.44,0,15.44
8704,19.1,0.0298,19.1
9477,21.89,0.2258,21.89
10008,23.07,0.4143,23.07
10485,22.07,0.5648,22.07
10927,21.95,0.6632,21.95
11260,22.76,0.6691,22.76
11476,24.18,0.6688,24.18
11715,25.11,0.6629,25.11
11803,27.16,0.6079,27.16
11789,28.83,0.4715,28.83
11697,28.03,0.2963,28.03
11374,26.35,0.0873,26.35
11025,21.7,0,21.7
11167,15.94,0,15.94
10839,11.53,0,11.53
10183,8.68,0,8.68
9304,5.15,0,5.15
8418,2.91,0,2.91
7742,2.86,0,2.86
7327,2.02,0,2.02
7086,1.96,0,1.96
6954,2.74,0,2.74
6956,5.09,0,5.09
7174,8.36,0,8.36
7518,12.69,0.0112,12.69
8043,17.24,0.1635,17.24
8721,21.85,0.3077,21.85
9179,24.2,0.4675,24.2
9396,24.98,0.5809,24.98
9462,26.13,0.633,26.13
9456,27.76,0.6608,27.76
9389,28.98,0.6639,28.98
9310,30.4,0.6144,30.4
9271,31.19,0.479,31.19
9292,29.64,0.3025,29.64
9294,26.81,0.0929,26.81
9244,22.28,0,22.28
9502,17.32,0,17.32
9270,13.22,0,13.22
8736,10.32,0,10.32
8058,7.2,0,7.2
7346,4.66,0,4.66
6803,2.88,0,2.88
6456,3.71,0,3.71
6238,1.36,0,1.36
6116,2.12,0,2.12
6107,3.96,0,3.96
6236,6.5,0,6.5
6434,9.93,0.0333,9.93
6883,14.06,0.2418,14.06
7581,18.37,0.441,18.37
8111,23.64,0.5904,23.64
8427,27.01,0.6666,27.01
8605,27.7,0.6786,27.7
8728,27.58,0.6996,27.58
8723,26.75,0.6998,26.75
8721,26.18,0.6422,26.18
8771,25.04,0.4987,25.04
8918,23.83,0.315,23.83
9142,21.36,0.0942,21.36
9235,18.37,0,18.37
9620,14.69,0,14.69
9322,11.71,0,11.71
8617,9.1,0,9.1
7793,6.56,0,6.56
7060,4.47,0,4.47
6581,1.62,0,1.62
6311,1.22,0,1.22
6167,1.75,0,1.75
6156,4,0,4
6337,8.24,0,8.24
6990,13.41,0,13.41
8084,16.79,0.0374,16.79
8823,19.24,0.2454,19.24
9243,20.24,0.4337,20.24
9578,21.43,0.5698,21.43
9896,25.41,0.6528,25.41
10088,27.06,0.6646,27.06
10186,27.86,0.6663,27.86
10324,27.33,0.6749,27.33
10363,27.06,0.6161,27.06
10374,25.94,0.4787,25.94
10401,24.61,0.2999,24.61
10419,21.76,0.0828,21.76
10397,18.12,0,18.12
10738,13.81,0,13.81
10335,10.5,0,10.5
9517,7.32,0,7.32
8510,4.53,0,4.53
7628,2.68,0,2.68
7060,2.49,0,2.49
6715,1.8,0,1.8
6531,1.66,0,1.66
6496,2.46,0,2.46
6675,4.43,0,4.43
7353,7.27,0,7.27
8559,10.98,0.0159,10.98
9377,15,0.1364,15
9834,18.95,0.2613,18.95
10178,21.02,0.2878,21.02
10492,21.68,0.3485,21.68
10660,22.62,0.3694,22.62
10721,24.07,0.3715,24.07
10822,25.15,0.3159,25.15
10789,26.32,0.2634,26.32
10771,26.98,0.1974,26.98
10897,25.67,0.1018,25.67
11077,23.24,0,23.24
11211,19.29,0,19.29
11322,14.93,0,14.93
10907,11.4,0,11.4
10121,8.83,0,8.83
9136,6.2,0,6.2
8290,3.95,0,3.95
7701,1.69,0,1.69
7349,1.24,0,1.24
7136,1.74,0,1.74
7048,4.05,0,4.05
7146,8.71,0,8.71
7725,14,0,14
